catalogNumber,dc:modified,basisOfRecord,institutionCode,collectionCode,associatedMedia,fieldNotes,scientificName,vernacularName,ScrapedName,AnnotatorName,VerbatimDate,identifiedBy,dateIdentified,associatedReferences,dataGeneralizations,identificationRemarks,occurenceRemarks,country,countryCode,stateProvince,county,locality,verbatimLocality,AnnotatorLocality,ScrapeGoatField,"decimal latitude","decimal longitude",geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferencedDate,Kingdom,Phylum,Class,Order,Family,Genus,Species,EventDate,Day,Month,Year
JHFN1-38-H,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/38?oldid=3581808",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,flickers,flicker,"'Sep. 2 – 05","Junius Henderson",'1905-09-02,,"{taxon|flicker|flickers}} and {{taxon|warbler|warb",,,"United States of America",US,Colorado,,,"Island Lake Dam","Island Lake Dam, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-38-I,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/38?oldid=3581808",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,warblers,warbler,"'Sep. 2 – 05","Junius Henderson",'1905-09-02,,"{taxon|warbler|warblers}}. {{place|Island Lake, Co",,,"United States of America",US,Colorado,,,"Island Lake Dam","Island Lake Dam, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-39-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/39?oldid=3614544",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Sphagnum,Sphagnum,"'Sep. 2 – 05","Junius Henderson",'1905-09-02,,"}}

of {{taxon|Sphagnum}}. The dead {{taxon|Sphagn",,,"United States of America",US,Colorado,,,"Island lake","Island Lake, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-39-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/39?oldid=3614544",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Sphagnum,Sphagnum,"'Sep. 2 – 05","Junius Henderson",'1905-09-02,,"e dead {{taxon|Sphagnum}} made a vertical wall 1 ½",,,"United States of America",US,Colorado,,,"Island lake","Island Lake, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-39-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/39?oldid=3614544",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,butterflies,butterfly,"'Sep 3 – 05","Junius Henderson",'1905-09-03,,"n|butterfly|butterflies}} and {{taxon|moth|moths}}",,,"United States of America",US,Colorado,,,"Goose Lake dam","Goose Lake Dam",,,,,,,,,,,,,,,,,,
JHFN1-39-D,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/39?oldid=3614544",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,moths,moth,"'Sep 3 – 05","Junius Henderson",'1905-09-03,," and {{taxon|moth|moths}}. Stratus clouds scattere",,,"United States of America",US,Colorado,,,"Goose Lake dam","Goose Lake Dam",,,,,,,,,,,,,,,,,,
JHFN1-40-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/40?oldid=3614545",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Phyllopods,Phyllopods,"'Sep 3 – 05","Junius Henderson",'1905-09-03,,"with {{taxon|Phyllopods}}, worms, larva, leaches [",,,"United States of America",US,Colorado,,,"Goose Lake dam","Goose Lake Dam",,,,,,,,,,,,,,,,,,
JHFN1-40-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/40?oldid=3614545",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Pisidium,Pisidium,"'Sep 3 – 05","Junius Henderson",'1905-09-03,,"[sic], {{taxon|Pisidium}} etc. from polls above {{",,,"United States of America",US,Colorado,,,"Goose Lake dam","Goose Lake Dam",,,,,,,,,,,,,,,,,,
JHFN1-43-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/43?oldid=3614547",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Audubon,"Dendroica coronata auduboni","'Sept. 6, 1905","Junius Henderson",'1905-09-06,,"ronata auduboni|Audubon}} or {{taxon|Dendroica cor",,,"United States of America",US,Colorado,,,"Silver Lake Siding","Silver Lake, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-43-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/43?oldid=3614547",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Myrtle warbler","Dendroica coronata coronata","'Sept. 6, 1905","Junius Henderson",'1905-09-06,,"coronata|Myrtle warbler}}. Rained again just after",,,"United States of America",US,Colorado,,,"Silver Lake Siding","Silver Lake, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-43-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/43?oldid=3614547",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,robins,"Turdus migratorius","'Sept. 6, 1905","Junius Henderson",'1905-09-06,,"rdus migratorius|robins}} on this trip. Reached {{",,,"United States of America",US,Colorado,,,"Silver Lake Siding","Silver Lake, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-47-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/47?oldid=3614549",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Pupa,Pupa,"'June 7, 1906","Junius Henderson",'1906-06-07,,", and some {{taxon|Pupa}}, {{taxon|Vallonia}} etc.",,,"United States of America",US,Colorado,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-47-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/47?oldid=3614549",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Vallonia,Vallonia,"'June 7, 1906","Junius Henderson",'1906-06-07,,"upa}}, {{taxon|Vallonia}} etc. at {{place|Six Mile",,,"United States of America",US,Colorado,,,Boulder,"Boulder, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-48-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"redwinged blackbirds","redwinged blackbird","'June 7, 1906","Junius Henderson",'1906-06-07,,"rd|redwinged blackbirds}}, saw numerous young; {{t",,,"United States of America",US,Colorado,,,"Pike’s Peak","Pike’s Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,robins,"Turdus migratorius","'June 7, 1906","Junius Henderson",'1906-06-07,,"rdus migratorius|robins}} very common, {{taxon|Cal",,,"United States of America",US,Colorado,,,"Pike’s Peak","Pike’s Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"lark buntings","Calamospiza melanocorys","'June 7, 1906","Junius Henderson",'1906-06-07,,"lanocorys|lark buntings}} abundant, young out; {{t",,,"United States of America",US,Colorado,,,"Pike’s Peak","Pike’s Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-D,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"lark sparrows","Chondestes grammacus","'June 7, 1906","Junius Henderson",'1906-06-07,,"grammacus|lark sparrows}}, {{taxon|Charadrius voci",,,"United States of America",US,Colorado,,,"Pike’s Peak","Pike’s Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-E,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,killdeer,"Charadrius vociferus","'June 7, 1906","Junius Henderson",'1906-06-07,,"rius vociferus|killdeer}} 12 or 15, {{taxon|Zenaid",,,"United States of America",US,Colorado,,,"Pike’s Peak","Pike’s Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-F,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"mourning doves","Zenaida macroura","'June 7, 1906","Junius Henderson",'1906-06-07,,"macroura|mourning doves}} common, {{taxon|Petroche",,,"United States of America",US,Colorado,,,"Pike’s Peak","Pike’s Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-G,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"cliff swallows","Petrochelidon pyrrhonota","'June 7, 1906","Junius Henderson",'1906-06-07,,"rrhonota|cliff swallows}} common, {{taxon|Dendroic",,,"United States of America",US,Colorado,,,"Pike’s Peak","Pike’s Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-H,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"yellow warbler","Dendroica aestiva","'June 7, 1906","Junius Henderson",'1906-06-07,," aestiva|yellow warbler}}, {{taxon|magpie|magpies}",,,"United States of America",US,Colorado,,,"Pike’s Peak","Pike’s Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-I,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,magpies,magpie,"'June 7, 1906","Junius Henderson",'1906-06-07,," {{taxon|magpie|magpies}} a few, {{taxon|meadowlar",,,"United States of America",US,Colorado,,,"Pike’s Peak","Pike’s Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-J,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,meadowlarks,meadowlark,"'June 7, 1906","Junius Henderson",'1906-06-07,,"|meadowlark|meadowlarks}} abundant, {{taxon|Pooece",,,"United States of America",US,Colorado,,,"Pike’s Peak","Pike’s Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-K,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"vesper sparrows","Pooecetes gramineus","'June 7, 1906","Junius Henderson",'1906-06-07,,"amineus|vesper sparrows}}, {{taxon|wren|wren sp.}}",,,"United States of America",US,Colorado,,,"Pike’s Peak","Pike’s Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-L,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"wren sp.",wren,"'June 7, 1906","Junius Henderson",'1906-06-07,,", {{taxon|wren|wren sp.}}, {{taxon|kingfisher}} at",,,"United States of America",US,Colorado,,,"Pike’s Peak","Pike’s Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-M,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,kingfisher,kingfisher,"'June 7, 1906","Junius Henderson",'1906-06-07,,".}}, {{taxon|kingfisher}} at {{place|St. Vrain Cre",,,"United States of America",US,Colorado,,,"Pike’s Peak","Pike’s Peak",,,,,,,,,,,,,,,,,,
JHFN1-48-N,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"barn swallows","Hirundo rustica","'June 7, 1906","Junius Henderson",'1906-06-07,,"o rustica|barn swallows}} common, {{taxon|kingbird",,,"United States of America",US,Colorado,,,"St. Vrain","St. Vrain Creek",,,,,,,,,,,,,,,,,,
JHFN1-48-O,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/48?oldid=3614550",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,kingbird,kingbird,"'June 7, 1906","Junius Henderson",'1906-06-07,,"ommon, {{taxon|kingbird}} 1.

",,,"United States of America",US,Colorado,,,"St. Vrain","St. Vrain Creek",,,,,,,,,,,,,,,,,,
JHFN1-49-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/49?oldid=3581336",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Zonitoidea arboreans","Zonitoidea arboreans","'June 8","Junius Henderson",'1906-06-08,,"on|Zonitoidea arboreans}} plentiful under a narrow",,,"United States of America",US,Colorado,,,Lyons,"Lyons, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-49-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/49?oldid=3581336",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,poplar,Populus,"'June 8","Junius Henderson",'1906-06-08,," {{taxon|Populus|poplar}} log. Markman and Harry o",,,"United States of America",US,Colorado,,,Lyons,"Lyons, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-49-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/49?oldid=3581336",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Vallonia sp.",Vallonia,"'June 8","Junius Henderson",'1906-06-08,,"n|Vallonia|Vallonia sp.}}, {{taxon|Oreohelix strig",,,"United States of America",US,Colorado,,,Lyons,"Lyons, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-49-D,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/49?oldid=3581336",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Oreohelix strigosa","Oreohelix strigosa","'June 8","Junius Henderson",'1906-06-08,,"axon|Oreohelix strigosa}} and a few {{taxon|Oreohe",,,"United States of America",US,Colorado,,,Lyons,"Lyons, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-49-E,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/49?oldid=3581336",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"O. albofaciata","Oreohelix albofaciata","'June 8","Junius Henderson",'1906-06-08,,"ofaciata|O. albofaciata}} at end of Dakota sandsto",,,"United States of America",US,Colorado,,,Lyons,"Lyons, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-50-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/50?oldid=3719024",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Inoceramus deformis","Inoceramus deformis","'June 8","Junius Henderson",'1906-06-08,,"xon|Inoceramus deformis}}, showing great deformity",,,"United States of America",US,Colorado,,,"Little Thompson Creek","Little Thompson Creek",,,,,,,,,,,,,,,,,,
JHFN1-50-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/50?oldid=3719024",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Inoceramus,Inoceramus,"'June 8","Junius Henderson",'1906-06-08,," the {{taxon|Inoceramus}} into bags and started do",,,"United States of America",US,Colorado,,,"Little Thompson Creek","Little Thompson Creek",,,,,,,,,,,,,,,,,,
JHFN1-54-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/54?oldid=3581341",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Ostrea congesta","Ostrea congesta","'June 9, 1906","Junius Henderson",'1906-06-09,,"{{taxon|Ostrea congesta}} crowded on flattened {{t",,,"United States of America",US,Colorado,,,"Big Thompson","Big Thompson Creek , Colorado",,,,,,,,,,,,,,,,,,
JHFN1-54-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/54?oldid=3581341",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Inoceramus sp.",Inoceramus,"'June 9, 1906","Junius Henderson",'1906-06-09,,"oceramus|Inoceramus sp.}} Just as they occur betwe",,,"United States of America",US,Colorado,,,"Big Thompson","Big Thompson Creek , Colorado",,,,,,,,,,,,,,,,,,
JHFN1-54-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/54?oldid=3581341",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Inoceramus deformis","Inoceramus deformis","'June 9, 1906","Junius Henderson",'1906-06-09,,"xon|Inoceramus deformis}} covered with {{taxon|Ost",,,"United States of America",US,Colorado,,,"Left Hand Creeks","Left Hand Creek",,,,,,,,,,,,,,,,,,
JHFN1-54-D,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/54?oldid=3581341",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Ostrea congesta","Ostrea congesta","'June 9, 1906","Junius Henderson",'1906-06-09,,"{{taxon|Ostrea congesta}}, some of them (the {{tax",,,"United States of America",US,Colorado,,,"Left Hand Creeks","Left Hand Creek",,,,,,,,,,,,,,,,,,
JHFN1-54-E,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/54?oldid=3581341",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Inoceramus,Inoceramus,"'June 9, 1906","Junius Henderson",'1906-06-09,,"(the {{taxon|Inoceramus}}) quite large. At the nex",,,"United States of America",US,Colorado,,,"Left Hand Creeks","Left Hand Creek",,,,,,,,,,,,,,,,,,
JHFN1-54-F,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/54?oldid=3581341",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Inoceramus barabini","Inoceramus barabini","'June 9, 1906","Junius Henderson",'1906-06-09,,"xon|Inoceramus barabini}}. Ian an exposure of Pier",,,"United States of America",US,Colorado,,,"Left Hand Creeks","Left Hand Creek",,,,,,,,,,,,,,,,,,
JHFN1-54-G,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/54?oldid=3581341",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Baculites ovatus","Baculites ovatus","'June 9, 1906","Junius Henderson",'1906-06-09,,"{taxon|Baculites ovatus}} and {{taxon|Inoceramus b",,,"United States of America",US,Colorado,,,"Left Hand Creeks","Left Hand Creek",,,,,,,,,,,,,,,,,,
JHFN1-54-H,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/54?oldid=3581341",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Inoceramus barabini","Inoceramus barabini","'June 9, 1906","Junius Henderson",'1906-06-09,,"xon|Inoceramus barabini}}, usually poorly preserve",,,"United States of America",US,Colorado,,,"Left Hand Creeks","Left Hand Creek",,,,,,,,,,,,,,,,,,
JHFN1-54-I,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/54?oldid=3581341",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Baculites,Baculites,"'June 9, 1906","Junius Henderson",'1906-06-09,,"small {{taxon|Baculites}}

{{#from|title=Page:Fiel",,,"United States of America",US,Colorado,,,"Left Hand Creeks","Left Hand Creek",,,,,,,,,,,,,,,,,,
JHFN1-55-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/55?oldid=3614554",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"B. ovatus","Baculites ovatus","'June 9, 1906","Junius Henderson",'1906-06-09,,"ulites ovatus|B. ovatus}}, and a few bivalves, wit",,,"United States of America",US,Colorado,,,"Left Hand Creeks","Left Hand Creek",,,,,,,,,,,,,,,,,,
JHFN1-55-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/55?oldid=3614554",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Scaphites,Scaphites,"'June 9, 1906","Junius Henderson",'1906-06-09,,"es of {{taxon|Scaphites}} and a couple of gastropo",,,"United States of America",US,Colorado,,,"Left Hand Creeks","Left Hand Creek",,,,,,,,,,,,,,,,,,
JHFN1-56-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/56?oldid=3580915",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,cottonwood,Populus,"'June 10","Junius Henderson",'1906-06-10,,"axon|Populus|cottonwood}} grove. Has been cloudy a",,,"United States of America",US,Colorado,,,Loveland,"Loveland, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-56-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/56?oldid=3580915",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,mollusca,mollusca,"'June 10","Junius Henderson",'1906-06-10,,"boxing {{taxon|mollusca}} and fossils collected ye",,,"United States of America",US,Colorado,,,Loveland,"Loveland, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-57-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/57?oldid=3614555",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"garter snake","garter snake","'June 11, 1906","Junius Henderson",'1906-06-11,," a {{taxon|garter snake}} before the rest of us we",,,"United States of America",US,Colorado,,,Loveland,"Loveland, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-57-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/57?oldid=3614555",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,mollusks,mollusk,"'June 11, 1906","Junius Henderson",'1906-06-11,,"{taxon|mollusk|mollusks}}, but the creek was high ",,,"United States of America",US,Colorado,,,Loveland,"Loveland, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-57-C,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/57?oldid=3614555",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,Ancylus,Ancylus,"'June 11, 1906","Junius Henderson",'1906-06-11,,"mber of {{taxon|Ancylus}}, however, clinging to th",,,"United States of America",US,Colorado,,,Loveland,"Loveland, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-58-A,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/58?oldid=3581848",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Bullock orioles","Icterus bullockii","'June 11, 1906","Junius Henderson",'1906-06-11,,"llockii|Bullock orioles}} very abundant in the tim",,,"United States of America",US,Colorado,,,Loveland,"Loveland, Colorado",,,,,,,,,,,,,,,,,,
JHFN1-58-B,'2012-04-09,HumanObservation,UCM,HendersonNotes,"http://en.wikisource.org/wiki/Page:Field_Notes_of_Junius_Henderson,_Notebook_1.djvu/58?oldid=3581848",http://en.wikisource.org/wiki/Field_Notes_of_Junius_Henderson,,,"Frundulus sp.",Frundulus,"'June 11, 1906","Junius Henderson",'1906-06-11,,"Frundulus|Frundulus sp.}} Congregated at the mouth",,,"United States of America",US,Colorado,,,Loveland,"Loveland, Colorado",,,,,,,,,,,,,,,,,,
